iter	RMSE
937	537.2629907
938	537.240191
939	537.2227043
940	537.1791324
941	537.1260983
942	537.1146965
943	537.0996034
944	537.0672997
945	537.0378606
946	536.9977537
947	536.9372629
948	536.9087616
949	536.8718493
950	536.8437534
951	536.771577
952	536.7550278
953	536.7535486
954	536.7137088
955	536.6790898
956	536.6292536
957	536.6010016
958	536.5697018
959	536.5581034
960	536.5159066
961	536.4542315
962	536.4332263
963	536.4157637
964	536.4155676
965	536.3911106
966	536.3784786
967	536.3579404
968	536.3171299
969	536.2777671
970	536.2474407
971	536.245918
972	536.2457425
973	536.215028
974	536.2148849
975	536.1719513
976	536.1455481
977	536.1239801
978	536.123816
979	536.1033827
980	536.0689431
981	536.0687877
982	536.0448636
983	536.0237225
984	535.9603441
985	535.9271289
986	535.9186293
987	535.8919527
988	535.8636442
989	535.8343714
990	535.8099089
991	535.7917273
992	535.7740374
993	535.7739115
994	535.7448499
995	535.7165199
996	535.6880421
997	535.6712953
998	535.6692793
999	535.6375978
